URL,Page type,WXR status,Expected logged-out HTTP,actual_http_status,final_url,x_robots_tag,robots_meta,rendered_title,visible_marker,Expected WXR title,QA decision,Notes
/concreters-kirkham/,suburb,draft,404,404,http://127.0.0.1:8088/concreters-kirkham/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concreters Kirkham,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concreters-len-waters-estate/,suburb,draft,404,404,http://127.0.0.1:8088/concreters-len-waters-estate/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concreters Len Waters Estate,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concreters-leumeah/,suburb,draft,404,404,http://127.0.0.1:8088/concreters-leumeah/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concreters Leumeah,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concreters-macquarie-fields/,suburb,draft,404,404,http://127.0.0.1:8088/concreters-macquarie-fields/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concreters Macquarie Fields,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concreters-menangle-park/,suburb,draft,404,404,http://127.0.0.1:8088/concreters-menangle-park/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concreters Menangle Park,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concreters-menangle/,suburb,draft,404,404,http://127.0.0.1:8088/concreters-menangle/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concreters Menangle,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concreters-middleton-grange/,suburb,draft,404,404,http://127.0.0.1:8088/concreters-middleton-grange/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concreters Middleton Grange,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concreters-minto/,suburb,draft,404,404,http://127.0.0.1:8088/concreters-minto/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concreters Minto,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concreters-moorebank/,suburb,draft,404,404,http://127.0.0.1:8088/concreters-moorebank/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concreters Moorebank,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concreters-mount-annan/,suburb,draft,404,404,http://127.0.0.1:8088/concreters-mount-annan/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concreters Mount Annan,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concreters-narellan-vale/,suburb,draft,404,404,http://127.0.0.1:8088/concreters-narellan-vale/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concreters Narellan Vale,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concreters-narellan/,suburb,draft,404,404,http://127.0.0.1:8088/concreters-narellan/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concreters Narellan,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concreters-picton/,suburb,draft,404,404,http://127.0.0.1:8088/concreters-picton/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concreters Picton,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concreters-prestons/,suburb,draft,404,404,http://127.0.0.1:8088/concreters-prestons/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concreters Prestons,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concreters-raby/,suburb,draft,404,404,http://127.0.0.1:8088/concreters-raby/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concreters Raby,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concreters-rossmore/,suburb,draft,404,404,http://127.0.0.1:8088/concreters-rossmore/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concreters Rossmore,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concreters-smeaton-grange/,suburb,draft,404,404,http://127.0.0.1:8088/concreters-smeaton-grange/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concreters Smeaton Grange,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concreters-spring-farm/,suburb,draft,404,404,http://127.0.0.1:8088/concreters-spring-farm/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concreters Spring Farm,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concreters-tahmoor/,suburb,draft,404,404,http://127.0.0.1:8088/concreters-tahmoor/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concreters Tahmoor,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concreters-the-oaks/,suburb,draft,404,404,http://127.0.0.1:8088/concreters-the-oaks/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concreters The Oaks,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concreters-theresa-park/,suburb,draft,404,404,http://127.0.0.1:8088/concreters-theresa-park/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concreters Theresa Park,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concreters-wattle-grove/,suburb,draft,404,404,http://127.0.0.1:8088/concreters-wattle-grove/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concreters Wattle Grove,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concreters-west-hoxton/,suburb,draft,404,404,http://127.0.0.1:8088/concreters-west-hoxton/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concreters West Hoxton,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concreters-wilton/,suburb,draft,404,404,http://127.0.0.1:8088/concreters-wilton/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concreters Wilton,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concrete-crossovers-and-laybacks-oran-park/,intersection,draft,404,404,http://127.0.0.1:8088/concrete-crossovers-and-laybacks-oran-park/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concrete Crossovers and Laybacks Oran Park,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concrete-driveways-oran-park/,intersection,draft,404,404,http://127.0.0.1:8088/concrete-driveways-oran-park/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concrete Driveways Oran Park,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/shed-and-garage-slabs-oran-park/,intersection,draft,404,404,http://127.0.0.1:8088/shed-and-garage-slabs-oran-park/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Shed and Garage Slabs Oran Park,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/exposed-aggregate-oran-park/,intersection,draft,404,404,http://127.0.0.1:8088/exposed-aggregate-oran-park/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Exposed Aggregate Concrete Oran Park,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concrete-crossovers-and-laybacks-leppington/,intersection,draft,404,404,http://127.0.0.1:8088/concrete-crossovers-and-laybacks-leppington/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concrete Crossovers and Laybacks Leppington,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concrete-slabs-leppington/,intersection,draft,404,404,http://127.0.0.1:8088/concrete-slabs-leppington/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concrete Slabs Leppington,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concrete-driveways-leppington/,intersection,draft,404,404,http://127.0.0.1:8088/concrete-driveways-leppington/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concrete Driveways Leppington,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/commercial-concreting-gregory-hills/,intersection,draft,404,404,http://127.0.0.1:8088/commercial-concreting-gregory-hills/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Commercial Concreting Gregory Hills,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concrete-slabs-gregory-hills/,intersection,draft,404,404,http://127.0.0.1:8088/concrete-slabs-gregory-hills/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concrete Slabs Gregory Hills,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concrete-slabs-gledswood-hills/,intersection,draft,404,404,http://127.0.0.1:8088/concrete-slabs-gledswood-hills/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concrete Slabs Gledswood Hills,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/exposed-aggregate-gledswood-hills/,intersection,draft,404,404,http://127.0.0.1:8088/exposed-aggregate-gledswood-hills/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Exposed Aggregate Concrete Gledswood Hills,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concrete-patios-gledswood-hills/,intersection,draft,404,404,http://127.0.0.1:8088/concrete-patios-gledswood-hills/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concrete Patios and Alfresco Slabs Gledswood Hills,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concrete-driveways-austral/,intersection,draft,404,404,http://127.0.0.1:8088/concrete-driveways-austral/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concrete Driveways Austral,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concrete-slabs-austral/,intersection,draft,404,404,http://127.0.0.1:8088/concrete-slabs-austral/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concrete Slabs Austral,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concrete-crossovers-and-laybacks-austral/,intersection,draft,404,404,http://127.0.0.1:8088/concrete-crossovers-and-laybacks-austral/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concrete Crossovers and Laybacks Austral,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/exposed-aggregate-harrington-park/,intersection,draft,404,404,http://127.0.0.1:8088/exposed-aggregate-harrington-park/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Exposed Aggregate Concrete Harrington Park,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/decorative-concrete-harrington-park/,intersection,draft,404,404,http://127.0.0.1:8088/decorative-concrete-harrington-park/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Decorative Concrete Harrington Park,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concrete-driveway-replacement-harrington-park/,intersection,draft,404,404,http://127.0.0.1:8088/concrete-driveway-replacement-harrington-park/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concrete Driveway Replacement Harrington Park,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concrete-driveways-catherine-field/,intersection,draft,404,404,http://127.0.0.1:8088/concrete-driveways-catherine-field/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concrete Driveways Catherine Field,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/shed-and-garage-slabs-catherine-field/,intersection,draft,404,404,http://127.0.0.1:8088/shed-and-garage-slabs-catherine-field/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Shed and Garage Slabs Catherine Field,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concrete-paths-edmondson-park/,intersection,draft,404,404,http://127.0.0.1:8088/concrete-paths-edmondson-park/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concrete Paths and Pathways Edmondson Park,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concrete-patios-edmondson-park/,intersection,draft,404,404,http://127.0.0.1:8088/concrete-patios-edmondson-park/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concrete Patios and Alfresco Slabs Edmondson Park,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concrete-driveways-edmondson-park/,intersection,draft,404,404,http://127.0.0.1:8088/concrete-driveways-edmondson-park/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concrete Driveways Edmondson Park,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/commercial-concreting-narellan/,intersection,draft,404,404,http://127.0.0.1:8088/commercial-concreting-narellan/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Commercial Concreting Narellan,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concrete-driveway-replacement-narellan/,intersection,draft,404,404,http://127.0.0.1:8088/concrete-driveway-replacement-narellan/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concrete Driveway Replacement Narellan,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concrete-driveway-replacement-mount-annan/,intersection,draft,404,404,http://127.0.0.1:8088/concrete-driveway-replacement-mount-annan/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concrete Driveway Replacement Mount Annan,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concrete-driveways-spring-farm/,intersection,draft,404,404,http://127.0.0.1:8088/concrete-driveways-spring-farm/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concrete Driveways Spring Farm,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concrete-crossovers-and-laybacks-spring-farm/,intersection,draft,404,404,http://127.0.0.1:8088/concrete-crossovers-and-laybacks-spring-farm/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concrete Crossovers and Laybacks Spring Farm,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concrete-patios-elderslie/,intersection,draft,404,404,http://127.0.0.1:8088/concrete-patios-elderslie/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concrete Patios and Alfresco Slabs Elderslie,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concrete-crossovers-and-laybacks-currans-hill/,intersection,draft,404,404,http://127.0.0.1:8088/concrete-crossovers-and-laybacks-currans-hill/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concrete Crossovers and Laybacks Currans Hill,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concrete-driveway-replacement-currans-hill/,intersection,draft,404,404,http://127.0.0.1:8088/concrete-driveway-replacement-currans-hill/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concrete Driveway Replacement Currans Hill,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concrete-driveways-cobbitty/,intersection,draft,404,404,http://127.0.0.1:8088/concrete-driveways-cobbitty/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concrete Driveways Cobbitty,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/commercial-concreting-cobbitty/,intersection,draft,404,404,http://127.0.0.1:8088/commercial-concreting-cobbitty/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Commercial Concreting Cobbitty,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/commercial-concreting-bringelly/,intersection,draft,404,404,http://127.0.0.1:8088/commercial-concreting-bringelly/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Commercial Concreting Bringelly,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concrete-slabs-bringelly/,intersection,draft,404,404,http://127.0.0.1:8088/concrete-slabs-bringelly/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concrete Slabs Bringelly,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/coloured-concrete-driveway-cost/,cost_comparison,draft,404,404,http://127.0.0.1:8088/coloured-concrete-driveway-cost/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Coloured Concrete Driveway Cost,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concrete-vs-asphalt/,cost_comparison,draft,404,404,http://127.0.0.1:8088/concrete-vs-asphalt/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concrete vs Asphalt,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/concrete-vs-pavers/,cost_comparison,draft,404,404,http://127.0.0.1:8088/concrete-vs-pavers/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Concrete vs Pavers,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/diy-concrete-vs-hiring-a-concreter/,cost_comparison,draft,404,404,http://127.0.0.1:8088/diy-concrete-vs-hiring-a-concreter/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,DIY Concrete vs Hiring A Concreter,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/driveway-cost-calculator/,cost_comparison,draft,404,404,http://127.0.0.1:8088/driveway-cost-calculator/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Driveway Cost Calculator,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/exposed-aggregate-driveway-cost/,cost_comparison,draft,404,404,http://127.0.0.1:8088/exposed-aggregate-driveway-cost/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Exposed Aggregate Driveway Cost,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/exposed-aggregate-vs-plain-concrete/,cost_comparison,draft,404,404,http://127.0.0.1:8088/exposed-aggregate-vs-plain-concrete/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Exposed Aggregate vs Plain Concrete,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/plain-concrete-driveway-cost/,cost_comparison,draft,404,404,http://127.0.0.1:8088/plain-concrete-driveway-cost/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Plain Concrete Driveway Cost,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/slab-volume-calculator/,cost_comparison,draft,404,404,http://127.0.0.1:8088/slab-volume-calculator/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Slab Volume Calculator,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/stencilled-concrete-driveway-cost/,cost_comparison,draft,404,404,http://127.0.0.1:8088/stencilled-concrete-driveway-cost/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,Stencilled Concrete Driveway Cost,BLOCKED,"404 observed, but the draft is absent after rollback; imported draft handling is not proven."
/_stage20-definitely-not-a-real-route/,404-control,not-a-page,404,404,http://127.0.0.1:8088/_stage20-definitely-not-a-real-route/,"noindex, nofollow, noarchive","noindex, nofollow, noarchive",Page not found &#8211; Camden Concreting Local Smoke Test,no,,PASS,Genuine 404 control request.
