attachment_id,filename,post_id,slug,page_title,status,widget_id,widget_type,local_work_card,current_alt,same_widget_visible_text,nearest_context_id,nearest_context_type,nearest_context_visible_text,customer_name_quote_job_fields,rating_fields,local_work_marker
48,concrete-testimonial-3-camden-48.webp,1371,concreters-catherine-field,Concreters Catherine Field,draft,af8ef50,image,no,Concrete testimonial 3 camden in the context of Concreters Catherine Field,[],40d980a,container,"[[""elements[0].elements[0].settings.title.value.content.value"",""Ground conditions in Catherine Field""],[""elements[0].elements[1].settings.editor"",""The researched ground note for Catherine Field records: Shale clay, engineered fill in the new releases, undisturbed profile on the remaining acreage. Rural lots often need a longer, thicker access section to carry delivery and machinery traffic. That evidence is checked against the proposed slab location in Catherine Field; assumptions from another estate are not substituted for a site inspection. For post-handover work, shed and garage slabs in Catherine Field need the support beneath the rear-yard location checked before the reinforcement schedule is confirmed. Catherine Field separates its concrete driveways evidence from the general Catherine Field brief; Concrete Driveways in Catherine Field carries that service decision.""]]",[],[],
48,concrete-testimonial-3-camden-48.webp,1387,concreters-edmondson-park,Concreters Edmondson Park,draft,0424a72,image,yes,Concrete testimonial 3 camden in the context of Concreters Edmondson Park,[],70b3a77,e-div-block,"[[""elements[1].settings.editor"",""[[REAL_PHOTO_PENDING: verified CoreX project in Edmondson Park]]""]]",[],[],[[REAL_PHOTO_PENDING: verified CoreX project in Edmondson Park]]
48,concrete-testimonial-3-camden-48.webp,1411,concreters-raby,Concreters Raby,draft,516941f,image-box,no,Concrete testimonial 3 camden in the context of Concreters Raby,"[[""title_text"",""Concrete Slabs""],[""description_text"",""Shed, garage, extension and house slabs, based properly""]]",9e36728,container,"[[""elements[0].settings.title_text"",""Concrete Driveways""],[""elements[0].settings.description_text"",""New driveways, replacements, council crossovers""],[""elements[1].settings.title_text"",""Concrete Slabs""],[""elements[1].settings.description_text"",""Shed, garage, extension and house slabs, based properly""],[""elements[2].settings.title_text"",""Exposed Aggregate""],[""elements[2].settings.description_text"",""The premium textured, non-slip finish with real kerb appeal""]]",[],[],
48,concrete-testimonial-3-camden-48.webp,1422,concreters-menangle,Concreters Menangle,draft,f36a8f3,image-box,no,Concrete testimonial 3 camden in the context of Concreters Menangle,"[[""title_text"",""Exposed Aggregate""],[""description_text"",""The premium textured, non-slip finish with real kerb appeal""]]",9e36728,container,"[[""elements[0].settings.title_text"",""Concrete Driveways""],[""elements[0].settings.description_text"",""New driveways, replacements, council crossovers""],[""elements[1].settings.title_text"",""Concrete Slabs""],[""elements[1].settings.description_text"",""Shed, garage, extension and house slabs, based properly""],[""elements[2].settings.title_text"",""Exposed Aggregate""],[""elements[2].settings.description_text"",""The premium textured, non-slip finish with real kerb appeal""]]",[],[],
48,concrete-testimonial-3-camden-48.webp,1439,exposed-aggregate-cost,Exposed Aggregate Cost,draft,66ea3ba,image,no,Concrete testimonial 3 camden in the context of Exposed Aggregate Cost,[],15665b9,container,"[[""elements[0].elements[0].settings.title.value.content.value"",""Council and engineering records for Exposed Aggregate Cost""],[""elements[0].elements[1].settings.editor"",""exposed-aggregate-cost-guide documents site identity; exposed-aggregate-cost-guide stores the reference. exposed-aggregate-cost-guide maps the address; exposed-aggregate-cost-guide leaves an audit trail. exposed-aggregate-cost-guide records lot and; exposed-aggregate-cost-guide links the supporting record. exposed-aggregate-cost-guide cites work area; exposed-aggregate-cost-guide carries the source date. exposed-aggregate-cost-guide dates to which; exposed-aggregate-cost-guide marks the evidence owner. exposed-aggregate-cost-guide tracks the evidence; exposed-aggregate-cost-guide stores the reference. exposed-aggregate-cost-guide notes applies; exposed-aggregate-cost-guide flags the authority. exposed-aggregate-cost-guide checks unresolved site identity; exposed-aggregate-cost-guide keeps it open.""]]",[],[],
48,concrete-testimonial-3-camden-48.webp,1441,shed-slab-cost,Shed Slab Cost,draft,66ea3ba,image,no,Concrete testimonial 3 camden in the context of Shed Slab Cost,[],15665b9,container,"[[""elements[0].elements[0].settings.title.value.content.value"",""Council and engineering records for Shed Slab Cost""],[""elements[0].elements[1].settings.editor"",""shed-slab-cost-guide states site identity; shed-slab-cost-guide identifies the record owner. shed-slab-cost-guide verifies the address; shed-slab-cost-guide preserves attribution. shed-slab-cost-guide checks lot and; shed-slab-cost-guide holds the citation. shed-slab-cost-guide lists work area; shed-slab-cost-guide keeps provenance visible. shed-slab-cost-guide separates to which; shed-slab-cost-guide retains the source. shed-slab-cost-guide names the evidence; shed-slab-cost-guide identifies the record owner. shed-slab-cost-guide attributes applies; shed-slab-cost-guide keeps the basis explicit. shed-slab-cost-guide tracks unresolved site identity; shed-slab-cost-guide keeps it open.""]]",[],[],
48,concrete-testimonial-3-camden-48.webp,1455,concrete-efflorescence,Concrete Efflorescence,draft,66ea3ba,image,no,Concrete testimonial 3 camden in the context of Concrete Efflorescence,[],15665b9,container,"[[""elements[0].elements[0].settings.title.value.content.value"",""Council and engineering records for Concrete Efflorescence""],[""elements[0].elements[1].settings.editor"",""efflorescence-guide checks site identity; efflorescence-guide links the supporting record. efflorescence-guide notes the address; efflorescence-guide retains the source. efflorescence-guide documents lot and; efflorescence-guide identifies the record owner. efflorescence-guide tests work area; efflorescence-guide keeps the basis explicit. efflorescence-guide measures to which; efflorescence-guide leaves an audit trail. efflorescence-guide logs the evidence; efflorescence-guide links the supporting record. efflorescence-guide verifies applies; efflorescence-guide carries the source date. efflorescence-guide states unresolved site identity; efflorescence-guide keeps it open.""]]",[],[],
48,concrete-testimonial-3-camden-48.webp,1459,concrete-vs-pavers,Concrete vs Pavers,draft,98e1135,image,no,Concrete testimonial 3 camden in the context of Concrete vs Pavers,[],15665b9,container,"[[""elements[0].elements[0].settings.title.value.content.value"",""Site variables for Concrete vs Pavers""],[""elements[0].elements[1].settings.editor"",""vs-pavers-review notes site identity; vs-pavers-review leaves an audit trail. vs-pavers-review states the address; vs-pavers-review keeps provenance visible. vs-pavers-review maps lot and; vs-pavers-review retains the source. vs-pavers-review records work area; vs-pavers-review identifies the record owner. vs-pavers-review cites to which; vs-pavers-review keeps the basis explicit. vs-pavers-review dates the evidence; vs-pavers-review leaves an audit trail. vs-pavers-review tracks applies; vs-pavers-review links the supporting record. vs-pavers-review verifies unresolved site identity; vs-pavers-review keeps it open.""]]",[],[],
48,concrete-testimonial-3-camden-48.webp,1462,diy-concrete-vs-hiring-a-concreter,DIY Concrete vs Hiring A Concreter,draft,694de8b,image,no,Concrete testimonial 3 camden in the context of DIY Concrete vs Hiring A Concreter,[],48dd072,container,"[[""elements[1].elements[0].settings.title.value.content.value"",""What DIY Concrete vs Hiring A Concreter cannot decide""],[""elements[1].elements[1].settings.editor"",""diy-vs-hiring-review notes source date; diy-vs-hiring-review preserves attribution. diy-vs-hiring-review logs when the; diy-vs-hiring-review leaves an audit trail. diy-vs-hiring-review verifies governing record; diy-vs-hiring-review links the supporting record. diy-vs-hiring-review checks was issued; diy-vs-hiring-review carries the source date. diy-vs-hiring-review lists and when; diy-vs-hiring-review marks the evidence owner. diy-vs-hiring-review separates it was; diy-vs-hiring-review stores the reference. diy-vs-hiring-review names last checked; diy-vs-hiring-review flags the authority. diy-vs-hiring-review tracks unresolved source date; diy-vs-hiring-review keeps it open.""]]",[],[],
48,concrete-testimonial-3-camden-48.webp,1489,concrete-driveways-edmondson-park,Concrete Driveways Edmondson Park,draft,7c2901e,image,no,Concrete testimonial 3 camden in the context of Concrete Driveways Edmondson Park,[],2a65f1f,container,"[[""elements[0].settings.title"",""The verified Edmondson Park condition""],[""elements[1].settings.editor"",""edmondson-driveway scope lists intended use; edmondson-driveway scope keeps the basis explicit. edmondson-driveway scope separates the loading; edmondson-driveway scope retains the source. edmondson-driveway scope names traffic and; edmondson-driveway scope identifies the record owner. edmondson-driveway scope attributes finished purpose; edmondson-driveway scope keeps the basis explicit. edmondson-driveway scope states stated for; edmondson-driveway scope leaves an audit trail. edmondson-driveway scope maps the concrete; edmondson-driveway scope links the supporting record. edmondson-driveway scope documents unresolved intended use; edmondson-driveway scope keeps it open.""]]",[],[],
48,concrete-testimonial-3-camden-48.webp,1492,concrete-driveway-replacement-mount-annan,Concrete Driveway Replacement Mount Annan,draft,104d481,image,no,Concrete testimonial 3 camden in the context of Concrete Driveway Replacement Mount Annan,[],b61f1c2,container,"[[""elements[0].elements[0].settings.title.value.content.value"",""Questions about Concrete Driveway Replacement Mount Annan""],[""elements[0].elements[1].settings.editor"",""mount-replacement scope checks source date; mount-replacement scope identifies the record owner. mount-replacement scope attributes when the; mount-replacement scope stores the reference. mount-replacement scope states governing record; mount-replacement scope flags the authority. mount-replacement scope maps was issued; mount-replacement scope preserves attribution. mount-replacement scope records and when; mount-replacement scope holds the citation. mount-replacement scope cites it was; mount-replacement scope keeps provenance visible. mount-replacement scope dates last checked; mount-replacement scope retains the source. mount-replacement scope verifies unresolved source date; mount-replacement scope keeps it open.""]]",[],[],
49,concrete-testimonial-1-camden-49.webp,195,concrete-patios-south-west-sydney,Concrete Patios and Alfresco Slabs South West Sydney,publish,282eb1d0,image,no,Concrete testimonial 1 camden in the context of Concrete Patios and Alfresco Slabs South West Sydney,[],1ae9dd4e,container,"[[""elements[0].elements[0].settings.title.value.content.value"",""Finished levels for concrete patios and alfresco slabs""],[""elements[0].elements[1].settings.editor"",""alfresco-slab scope records site identity; alfresco-slab scope preserves attribution. alfresco-slab scope lists the address; alfresco-slab scope carries the source date. alfresco-slab scope separates lot and; alfresco-slab scope marks the evidence owner. alfresco-slab scope names work area; alfresco-slab scope stores the reference. alfresco-slab scope attributes to which; alfresco-slab scope flags the authority. alfresco-slab scope states the evidence; alfresco-slab scope preserves attribution. alfresco-slab scope maps applies; alfresco-slab scope holds the citation. alfresco-slab scope documents unresolved site identity; alfresco-slab scope keeps it open. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter.""]]",[],[],
49,concrete-testimonial-1-camden-49.webp,1126,concreters-harrington-park,Concreters Harrington Park,publish,f36a8f3,image-box,no,Concrete testimonial 1 camden in the context of Concreters Harrington Park,"[[""title_text"",""Exposed Aggregate in Harrington Park""],[""description_text"",""The premium textured, non-slip finish with real kerb appeal""]]",9e36728,container,"[[""elements[0].settings.title_text"",""Concrete Driveways in Harrington Park""],[""elements[0].settings.description_text"",""New driveways, replacements, council crossovers""],[""elements[1].settings.title_text"",""Concrete Slabs in Harrington Park""],[""elements[1].settings.description_text"",""Shed, garage, extension and house slabs, based properly""],[""elements[2].settings.title_text"",""Exposed Aggregate in Harrington Park""],[""elements[2].settings.description_text"",""The premium textured, non-slip finish with real kerb appeal""]]",[],[],
49,concrete-testimonial-1-camden-49.webp,1367,shed-and-garage-slabs-south-west-sydney,Shed and Garage Slabs South West Sydney,publish,641391f1,image,no,Concrete testimonial 1 camden in the context of Shed and Garage Slabs South West Sydney,[],983c5b3,container,"[[""elements[0].elements[0].settings.title.value.content.value"",""Reinforcement for shed and garage slabs""],[""elements[0].elements[1].settings.editor"",""shed-slab scope tests source date; shed-slab scope identifies the record owner. shed-slab scope checks when the; shed-slab scope stores the reference. shed-slab scope lists governing record; shed-slab scope flags the authority. shed-slab scope separates was issued; shed-slab scope preserves attribution. shed-slab scope names and when; shed-slab scope holds the citation. shed-slab scope attributes it was; shed-slab scope keeps provenance visible. shed-slab scope states last checked; shed-slab scope retains the source. shed-slab scope documents unresolved source date; shed-slab scope keeps it open.""]]",[],[],
49,concrete-testimonial-1-camden-49.webp,1371,concreters-catherine-field,Concreters Catherine Field,draft,2eb88ab,image,no,Concrete testimonial 1 camden in the context of Concreters Catherine Field,[],77cc745,container,"[[""elements[1].elements[0].elements[0].settings.title.value.content.value"",""Preparing a pour in Catherine Field""],[""elements[1].elements[0].elements[1].settings.editor"",""The typical Catherine Field workload includes New-release urban driveways and crossovers, Long rural access driveways with dish crossings, Machinery and shed hardstand on acreage and Alfresco slabs. Preparation is matched to the verified Catherine Field ground profile, the finished levels and the intended load rather than copied from a neighbouring suburb. The Catherine Field evidence register identifies Camden Growth Centres LEP 2008 and Catherine Field (Part) Precinct DCP and records the local housing period as 2018–present new release alongside retained rural acreage. Access evidence for Catherine Field is anchored to Camden Valley Way, Oran Park Drive, Catherine Field Road and Sussex Street; the Catherine Field locality references are Catherine Park House, Western Sydney Aerotropolis corridor and St Benedict's Catholic College. The researched Catherine Field job record contains New-release urban driveways and crossovers, Long rural access driveways with dish crossings, Machinery and shed hardstand on acreage and Alfresco slabs. These Catherine Field examples describe the supplied job mix rather than a claim about an unverified project. The unresolved Catherine Field checks are framed by these supplied questions: Do I need a dish crossing or a pipe crossing on my acreage block?, How thick should a rural access driveway be for truck traffic? and Does the bitumen shoulder seal come with the driveway quote?. Each Catherine Field answer must retain its cited council, planning, engineering or operator source. The Catherine Field development references supplied for research are Catherine Park Estate and new release stages. The Catherine Field page treats those names as source leads, not as proof of a CoreX project. The supplied Catherine Field job weighting is new build 70%, replacement 5%, decorative 10% and commercial 15%. The Catherine Field service emphasis follows that recorded mix. The Catherine Field research brief assigns postcode 2557, authority Camden Council and primary query concreters catherine field. Those Catherine Field identifiers must agree across the import record. The supplied Catherine Field query set is concreter catherine field, concrete driveway catherine field, rural driveway catherine field, shed slab catherine field and concrete slab catherine field 2557. The Catherine Field body uses that set only where the researched ground, approval or job evidence supports the wording. Catherine Field separates its shed and garage slabs evidence from the general Catherine Field brief; Shed and Garage Slabs in Catherine Field carries that service decision.""]]",[],[],
49,concrete-testimonial-1-camden-49.webp,1387,concreters-edmondson-park,Concreters Edmondson Park,draft,4195f9b,image,yes,Concrete testimonial 1 camden in the context of Concreters Edmondson Park,[],feaa6cf,e-div-block,"[[""elements[1].settings.editor"",""[[REAL_PHOTO_PENDING: verified CoreX project in Edmondson Park]]""]]",[],[],[[REAL_PHOTO_PENDING: verified CoreX project in Edmondson Park]]
49,concrete-testimonial-1-camden-49.webp,1411,concreters-raby,Concreters Raby,draft,f36a8f3,image-box,no,Concrete testimonial 1 camden in the context of Concreters Raby,"[[""title_text"",""Exposed Aggregate""],[""description_text"",""The premium textured, non-slip finish with real kerb appeal""]]",9e36728,container,"[[""elements[0].settings.title_text"",""Concrete Driveways""],[""elements[0].settings.description_text"",""New driveways, replacements, council crossovers""],[""elements[1].settings.title_text"",""Concrete Slabs""],[""elements[1].settings.description_text"",""Shed, garage, extension and house slabs, based properly""],[""elements[2].settings.title_text"",""Exposed Aggregate""],[""elements[2].settings.description_text"",""The premium textured, non-slip finish with real kerb appeal""]]",[],[],
49,concrete-testimonial-1-camden-49.webp,1420,concreters-appin,Concreters Appin,draft,a86c195,image-box,no,Concrete testimonial 1 camden in the context of Concreters Appin,"[[""title_text"",""Concrete Driveways""],[""description_text"",""New driveways, replacements, council crossovers""]]",9e36728,container,"[[""elements[0].settings.title_text"",""Concrete Driveways""],[""elements[0].settings.description_text"",""New driveways, replacements, council crossovers""],[""elements[1].settings.title_text"",""Concrete Slabs""],[""elements[1].settings.description_text"",""Shed, garage, extension and house slabs, based properly""],[""elements[2].settings.title_text"",""Exposed Aggregate""],[""elements[2].settings.description_text"",""The premium textured, non-slip finish with real kerb appeal""]]",[],[],
49,concrete-testimonial-1-camden-49.webp,1422,concreters-menangle,Concreters Menangle,draft,af91c52,image-box,no,Concrete testimonial 1 camden in the context of Concreters Menangle,"[[""title_text"",""Patios & Alfresco""],[""description_text"",""Outdoor entertaining areas""]]",98fbeea,container,"[[""elements[0].settings.title_text"",""Patios & Alfresco""],[""elements[0].settings.description_text"",""Outdoor entertaining areas""],[""elements[1].settings.title_text"",""Paths & Pathways""],[""elements[1].settings.description_text"",""Side access, garden and front paths""],[""elements[2].settings.title_text"",""Coloured & Decorative""],[""elements[2].settings.description_text"",""Coloured, stencil, honed finishes""]]",[],[],
49,concrete-testimonial-1-camden-49.webp,1422,concreters-menangle,Concreters Menangle,draft,d06ebf3,image-box,no,Concrete testimonial 1 camden in the context of Concreters Menangle,"[[""title_text"",""Coloured & Decorative""],[""description_text"",""Coloured, stencil, honed finishes""]]",98fbeea,container,"[[""elements[0].settings.title_text"",""Patios & Alfresco""],[""elements[0].settings.description_text"",""Outdoor entertaining areas""],[""elements[1].settings.title_text"",""Paths & Pathways""],[""elements[1].settings.description_text"",""Side access, garden and front paths""],[""elements[2].settings.title_text"",""Coloured & Decorative""],[""elements[2].settings.description_text"",""Coloured, stencil, honed finishes""]]",[],[],
49,concrete-testimonial-1-camden-49.webp,1439,exposed-aggregate-cost,Exposed Aggregate Cost,draft,98e1135,image,no,Concrete testimonial 1 camden in the context of Exposed Aggregate Cost,[],15665b9,container,"[[""elements[0].elements[0].settings.title.value.content.value"",""Council and engineering records for Exposed Aggregate Cost""],[""elements[0].elements[1].settings.editor"",""exposed-aggregate-cost-guide documents site identity; exposed-aggregate-cost-guide stores the reference. exposed-aggregate-cost-guide maps the address; exposed-aggregate-cost-guide leaves an audit trail. exposed-aggregate-cost-guide records lot and; exposed-aggregate-cost-guide links the supporting record. exposed-aggregate-cost-guide cites work area; exposed-aggregate-cost-guide carries the source date. exposed-aggregate-cost-guide dates to which; exposed-aggregate-cost-guide marks the evidence owner. exposed-aggregate-cost-guide tracks the evidence; exposed-aggregate-cost-guide stores the reference. exposed-aggregate-cost-guide notes applies; exposed-aggregate-cost-guide flags the authority. exposed-aggregate-cost-guide checks unresolved site identity; exposed-aggregate-cost-guide keeps it open.""]]",[],[],
49,concrete-testimonial-1-camden-49.webp,1441,shed-slab-cost,Shed Slab Cost,draft,98e1135,image,no,Concrete testimonial 1 camden in the context of Shed Slab Cost,[],15665b9,container,"[[""elements[0].elements[0].settings.title.value.content.value"",""Council and engineering records for Shed Slab Cost""],[""elements[0].elements[1].settings.editor"",""shed-slab-cost-guide states site identity; shed-slab-cost-guide identifies the record owner. shed-slab-cost-guide verifies the address; shed-slab-cost-guide preserves attribution. shed-slab-cost-guide checks lot and; shed-slab-cost-guide holds the citation. shed-slab-cost-guide lists work area; shed-slab-cost-guide keeps provenance visible. shed-slab-cost-guide separates to which; shed-slab-cost-guide retains the source. shed-slab-cost-guide names the evidence; shed-slab-cost-guide identifies the record owner. shed-slab-cost-guide attributes applies; shed-slab-cost-guide keeps the basis explicit. shed-slab-cost-guide tracks unresolved site identity; shed-slab-cost-guide keeps it open.""]]",[],[],
49,concrete-testimonial-1-camden-49.webp,1455,concrete-efflorescence,Concrete Efflorescence,draft,98e1135,image,no,Concrete testimonial 1 camden in the context of Concrete Efflorescence,[],15665b9,container,"[[""elements[0].elements[0].settings.title.value.content.value"",""Council and engineering records for Concrete Efflorescence""],[""elements[0].elements[1].settings.editor"",""efflorescence-guide checks site identity; efflorescence-guide links the supporting record. efflorescence-guide notes the address; efflorescence-guide retains the source. efflorescence-guide documents lot and; efflorescence-guide identifies the record owner. efflorescence-guide tests work area; efflorescence-guide keeps the basis explicit. efflorescence-guide measures to which; efflorescence-guide leaves an audit trail. efflorescence-guide logs the evidence; efflorescence-guide links the supporting record. efflorescence-guide verifies applies; efflorescence-guide carries the source date. efflorescence-guide states unresolved site identity; efflorescence-guide keeps it open.""]]",[],[],
49,concrete-testimonial-1-camden-49.webp,1462,diy-concrete-vs-hiring-a-concreter,DIY Concrete vs Hiring A Concreter,draft,66ea3ba,image,no,Concrete testimonial 1 camden in the context of DIY Concrete vs Hiring A Concreter,[],15665b9,container,"[[""elements[0].elements[0].settings.title.value.content.value"",""Site variables for DIY Concrete vs Hiring A Concreter""],[""elements[0].elements[1].settings.editor"",""diy-vs-hiring-review separates site identity; diy-vs-hiring-review keeps the basis explicit. diy-vs-hiring-review tests the address; diy-vs-hiring-review holds the citation. diy-vs-hiring-review measures lot and; diy-vs-hiring-review keeps provenance visible. diy-vs-hiring-review logs work area; diy-vs-hiring-review retains the source. diy-vs-hiring-review verifies to which; diy-vs-hiring-review identifies the record owner. diy-vs-hiring-review checks the evidence; diy-vs-hiring-review keeps the basis explicit. diy-vs-hiring-review lists applies; diy-vs-hiring-review leaves an audit trail. diy-vs-hiring-review records unresolved site identity; diy-vs-hiring-review keeps it open.""]]",[],[],
49,concrete-testimonial-1-camden-49.webp,1489,concrete-driveways-edmondson-park,Concrete Driveways Edmondson Park,draft,ae99959,image,no,Concrete testimonial 1 camden in the context of Concrete Driveways Edmondson Park,[],a089da8,container,"[[""elements[0].elements[0].settings.title"",""Concrete Driveways Edmondson Park process and specification""],[""elements[0].elements[1].settings.editor"",""edmondson-driveway scope dates traffic pattern; edmondson-driveway scope stores the reference. edmondson-driveway scope checks vehicle type; edmondson-driveway scope stores the reference. edmondson-driveway scope lists turning movement; edmondson-driveway scope flags the authority. edmondson-driveway scope separates frequency and; edmondson-driveway scope preserves attribution. edmondson-driveway scope names stationary load; edmondson-driveway scope holds the citation. edmondson-driveway scope dates unresolved traffic pattern; edmondson-driveway scope keeps it open. Related sources for Concrete Driveways Edmondson Park are Concrete Driveways South West Sydney and concreting in Edmondson Park .""]]",[],[],
49,concrete-testimonial-1-camden-49.webp,1492,concrete-driveway-replacement-mount-annan,Concrete Driveway Replacement Mount Annan,draft,620b9f2,image,no,Concrete testimonial 1 camden in the context of Concrete Driveway Replacement Mount Annan,[],a2970f7,container,"[[""elements[0].elements[0].settings.title.value.content.value"",""Why concrete driveway replacement differs in Mount Annan""],[""elements[0].elements[1].settings.editor"",""mount-replacement scope cites site identity; mount-replacement scope marks the evidence owner. mount-replacement scope separates the address; mount-replacement scope keeps the basis explicit. mount-replacement scope names lot and; mount-replacement scope leaves an audit trail. mount-replacement scope attributes work area; mount-replacement scope links the supporting record. mount-replacement scope states to which; mount-replacement scope carries the source date. mount-replacement scope maps the evidence; mount-replacement scope marks the evidence owner. mount-replacement scope records applies; mount-replacement scope stores the reference. mount-replacement scope tests unresolved site identity; mount-replacement scope keeps it open.""]]",[],[],
49,concrete-testimonial-1-camden-49.webp,1500,commercial-concreting-bringelly,Commercial Concreting Bringelly,draft,ae41c11,image,no,Concrete testimonial 1 camden in the context of Commercial Concreting Bringelly,[],8dd3b78,container,"[[""elements[0].elements[0].settings.title"",""Why commercial concreting differs in Bringelly""],[""elements[0].elements[1].settings.editor"",""bringelly-hardstand scope lists decision owner; bringelly-hardstand scope preserves attribution. bringelly-hardstand scope cites the person; bringelly-hardstand scope keeps provenance visible. bringelly-hardstand scope dates or authority; bringelly-hardstand scope retains the source. bringelly-hardstand scope tracks responsible for; bringelly-hardstand scope identifies the record owner. bringelly-hardstand scope notes accepting the; bringelly-hardstand scope keeps the basis explicit. bringelly-hardstand scope documents documented decision; bringelly-hardstand scope leaves an audit trail. bringelly-hardstand scope states unresolved decision owner; bringelly-hardstand scope keeps it open.""]]",[],[],
51,concrete-testimonial-2-camden-51.webp,1126,concreters-harrington-park,Concreters Harrington Park,publish,e6c2ed7,image-box,no,Concrete testimonial 2 camden in the context of Concreters Harrington Park,"[[""title_text"",""Paths & Pathways in Harrington Park""],[""description_text"",""Side access, garden and front paths""]]",98fbeea,container,"[[""elements[0].settings.title_text"",""Patios & Alfresco in Harrington Park""],[""elements[0].settings.description_text"",""Outdoor entertaining areas""],[""elements[1].settings.title_text"",""Paths & Pathways in Harrington Park""],[""elements[1].settings.description_text"",""Side access, garden and front paths""],[""elements[2].settings.title_text"",""Coloured & Decorative in Harrington Park""],[""elements[2].settings.description_text"",""Coloured, stencil, honed finishes""]]",[],[],
51,concrete-testimonial-2-camden-51.webp,1367,shed-and-garage-slabs-south-west-sydney,Shed and Garage Slabs South West Sydney,publish,50151b3b,image,no,Concrete testimonial 2 camden in the context of Shed and Garage Slabs South West Sydney,[],5bb41fd3,container,"[[""elements[0].elements[0].settings.title.value.content.value"",""Council requirements for shed and garage slabs""],[""elements[0].elements[1].settings.editor"",""shed-slab scope documents intended use; shed-slab scope keeps provenance visible. shed-slab scope tests the loading; shed-slab scope preserves attribution. shed-slab scope measures traffic and; shed-slab scope holds the citation. shed-slab scope logs finished purpose; shed-slab scope keeps provenance visible. shed-slab scope verifies stated for; shed-slab scope retains the source. shed-slab scope checks the concrete; shed-slab scope identifies the record owner. shed-slab scope maps unresolved intended use; shed-slab scope keeps it open.""]]",[],[],
51,concrete-testimonial-2-camden-51.webp,1371,concreters-catherine-field,Concreters Catherine Field,draft,7bcc8c0,image,no,Concrete testimonial 2 camden in the context of Concreters Catherine Field,[],47d44bf,container,"[[""elements[1].elements[0].elements[0].settings.title.value.content.value"",""Driveway approvals for Catherine Field""],[""elements[1].elements[0].elements[1].settings.editor"",""The verified approval path for Catherine Field is: Urban lots: Camden Standard Residential Driveway Crossing Application. Rural lots: rural residential driveway spec with dish crossing; pipe crossings only by Council approval. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. Before crossover work in Catherine Field starts, the governing lot and application path are checked. The related vehicle-crossing requirements guide records the council-level process. Catherine Field uses the site classification explained reference for Catherine Field when the Catherine Field evidence reaches that topic; the lot record still controls the decision.""]]",[],[],
51,concrete-testimonial-2-camden-51.webp,1378,concreters-elderslie,Concreters Elderslie,draft,a86c195,image-box,no,Concrete testimonial 2 camden in the context of Concreters Elderslie,"[[""title_text"",""Concrete Driveways in Elderslie""],[""description_text"",""New driveways, replacements, council crossovers""]]",9e36728,container,"[[""elements[0].settings.title_text"",""Concrete Driveways in Elderslie""],[""elements[0].settings.description_text"",""New driveways, replacements, council crossovers""],[""elements[1].settings.title_text"",""Concrete Slabs in Elderslie""],[""elements[1].settings.description_text"",""Shed, garage, extension and house slabs, based properly""],[""elements[2].settings.title_text"",""Exposed Aggregate in Elderslie""],[""elements[2].settings.description_text"",""The premium textured, non-slip finish with real kerb appeal""]]",[],[],
51,concrete-testimonial-2-camden-51.webp,1390,concreters-middleton-grange,Concreters Middleton Grange,draft,a86c195,image-box,no,Concrete testimonial 2 camden in the context of Concreters Middleton Grange,"[[""title_text"",""Concrete Driveways""],[""description_text"",""New driveways, replacements, council crossovers""]]",9e36728,container,"[[""elements[0].settings.title_text"",""Concrete Driveways""],[""elements[0].settings.description_text"",""New driveways, replacements, council crossovers""],[""elements[1].settings.title_text"",""Concrete Slabs""],[""elements[1].settings.description_text"",""Shed, garage, extension and house slabs, based properly""],[""elements[2].settings.title_text"",""Exposed Aggregate""],[""elements[2].settings.description_text"",""The premium textured, non-slip finish with real kerb appeal""]]",[],[],
51,concrete-testimonial-2-camden-51.webp,1411,concreters-raby,Concreters Raby,draft,e6c2ed7,image-box,no,Concrete testimonial 2 camden in the context of Concreters Raby,"[[""title_text"",""Paths & Pathways""],[""description_text"",""Side access, garden and front paths""]]",98fbeea,container,"[[""elements[0].settings.title_text"",""Patios & Alfresco""],[""elements[0].settings.description_text"",""Outdoor entertaining areas""],[""elements[1].settings.title_text"",""Paths & Pathways""],[""elements[1].settings.description_text"",""Side access, garden and front paths""],[""elements[2].settings.title_text"",""Coloured & Decorative""],[""elements[2].settings.description_text"",""Coloured, stencil, honed finishes""]]",[],[],
51,concrete-testimonial-2-camden-51.webp,1420,concreters-appin,Concreters Appin,draft,f36a8f3,image-box,no,Concrete testimonial 2 camden in the context of Concreters Appin,"[[""title_text"",""Exposed Aggregate""],[""description_text"",""The premium textured, non-slip finish with real kerb appeal""]]",9e36728,container,"[[""elements[0].settings.title_text"",""Concrete Driveways""],[""elements[0].settings.description_text"",""New driveways, replacements, council crossovers""],[""elements[1].settings.title_text"",""Concrete Slabs""],[""elements[1].settings.description_text"",""Shed, garage, extension and house slabs, based properly""],[""elements[2].settings.title_text"",""Exposed Aggregate""],[""elements[2].settings.description_text"",""The premium textured, non-slip finish with real kerb appeal""]]",[],[],
