URL,Page type,Current WordPress status,Current robots setting,Placeholder count,Photo marker count,Verification marker count,Phone verified,Form dependency,Business-evidence dependency,Index-ready,Exact missing evidence,Recommended action,Page ID,Slug,Page class,Tier,Build status,Blocking marker IDs,Blocking count,Clearable by,Wave assignment,Effective robots directive,Withdrawn,Withdrawal reason
/guides/how-long-before-you-can-drive-on-concrete/,guide,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1453,how-long-before-you-can-drive-on-concrete,guide,,built,,0,,none — WITHDRAWN (D21),"noindex,follow",YES,"DECISION-04 D21 — SEVERE coherence failure, same disposition as the 35 intersections. Excluded at import; NOT deleted from the immutable WXR. Research inputs retained as rebuild material; expansion-300-pages.md §5 guide taxonomy stays valid."
/guides/liverpool-council-vehicle-crossing/,guide,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,1,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,"verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; current Liverpool City Council vehicle-crossing specification, application, fees, inspections, widths and grades before this guide is published; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA","Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1425,liverpool-council-vehicle-crossing,guide,,built,EV-0097,1,council source,none — WITHDRAWN (D21),"noindex,follow",YES,"DECISION-04 D21 — SEVERE coherence failure, same disposition as the 35 intersections. Excluded at import; NOT deleted from the immutable WXR. Research inputs retained as rebuild material; expansion-300-pages.md §5 guide taxonomy stays valid."
/guides/non-slip-finishes-for-pools-and-slopes/,guide,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1448,non-slip-finishes-for-pools-and-slopes,guide,,built,,0,,none — WITHDRAWN (D21),"noindex,follow",YES,"DECISION-04 D21 — SEVERE coherence failure, same disposition as the 35 intersections. Excluded at import; NOT deleted from the immutable WXR. Research inputs retained as rebuild material; expansion-300-pages.md §5 guide taxonomy stays valid."
/guides/reactive-clay-slabs-as2870/,guide,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1430,reactive-clay-slabs-as2870,guide,,built,,0,,none — WITHDRAWN (D21),"noindex,follow",YES,"DECISION-04 D21 — SEVERE coherence failure, same disposition as the 35 intersections. Excluded at import; NOT deleted from the immutable WXR. Research inputs retained as rebuild material; expansion-300-pages.md §5 guide taxonomy stays valid."
/guides/removing-oil-stains-and-tyre-marks-from-concrete/,guide,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1456,removing-oil-stains-and-tyre-marks-from-concrete,guide,,built,,0,,none — WITHDRAWN (D21),"noindex,follow",YES,"DECISION-04 D21 — SEVERE coherence failure, same disposition as the 35 intersections. Excluded at import; NOT deleted from the immutable WXR. Research inputs retained as rebuild material; expansion-300-pages.md §5 guide taxonomy stays valid."
/guides/salinity-and-concrete-western-sydney/,guide,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1431,salinity-and-concrete-western-sydney,guide,,built,,0,,none — WITHDRAWN (D21),"noindex,follow",YES,"DECISION-04 D21 — SEVERE coherence failure, same disposition as the 35 intersections. Excluded at import; NOT deleted from the immutable WXR. Research inputs retained as rebuild material; expansion-300-pages.md §5 guide taxonomy stays valid."
/guides/sealing-and-resealing-concrete/,guide,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1449,sealing-and-resealing-concrete,guide,,built,,0,,none — WITHDRAWN (D21),"noindex,follow",YES,"DECISION-04 D21 — SEVERE coherence failure, same disposition as the 35 intersections. Excluded at import; NOT deleted from the immutable WXR. Research inputs retained as rebuild material; expansion-300-pages.md §5 guide taxonomy stays valid."
/guides/shed-slab-cost/,guide,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1441,shed-slab-cost,guide,,built,,0,,none — WITHDRAWN (D21),"noindex,follow",YES,"DECISION-04 D21 — SEVERE coherence failure, same disposition as the 35 intersections. Excluded at import; NOT deleted from the immutable WXR. Research inputs retained as rebuild material; expansion-300-pages.md §5 guide taxonomy stays valid."
/guides/site-classification-explained/,guide,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1433,site-classification-explained,guide,,built,,0,,none — WITHDRAWN (D21),"noindex,follow",YES,"DECISION-04 D21 — SEVERE coherence failure, same disposition as the 35 intersections. Excluded at import; NOT deleted from the immutable WXR. Research inputs retained as rebuild material; expansion-300-pages.md §5 guide taxonomy stays valid."
/guides/sl72-vs-sl82-reinforcement/,guide,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1435,sl72-vs-sl82-reinforcement,guide,,built,,0,,none — WITHDRAWN (D21),"noindex,follow",YES,"DECISION-04 D21 — SEVERE coherence failure, same disposition as the 35 intersections. Excluded at import; NOT deleted from the immutable WXR. Research inputs retained as rebuild material; expansion-300-pages.md §5 guide taxonomy stays valid."
/guides/slab-thickness-for-driveways-vs-sheds/,guide,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1436,slab-thickness-for-driveways-vs-sheds,guide,,built,,0,,none — WITHDRAWN (D21),"noindex,follow",YES,"DECISION-04 D21 — SEVERE coherence failure, same disposition as the 35 intersections. Excluded at import; NOT deleted from the immutable WXR. Research inputs retained as rebuild material; expansion-300-pages.md §5 guide taxonomy stays valid."
/guides/stencilled-vs-stamped-concrete-cost/,guide,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1440,stencilled-vs-stamped-concrete-cost,guide,,built,,0,,none — WITHDRAWN (D21),"noindex,follow",YES,"DECISION-04 D21 — SEVERE coherence failure, same disposition as the 35 intersections. Excluded at import; NOT deleted from the immutable WXR. Research inputs retained as rebuild material; expansion-300-pages.md §5 guide taxonomy stays valid."
/guides/what-actually-moves-a-concrete-quote/,guide,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1443,what-actually-moves-a-concrete-quote,guide,,built,,0,,none — WITHDRAWN (D21),"noindex,follow",YES,"DECISION-04 D21 — SEVERE coherence failure, same disposition as the 35 intersections. Excluded at import; NOT deleted from the immutable WXR. Research inputs retained as rebuild material; expansion-300-pages.md §5 guide taxonomy stays valid."
/guides/why-concrete-cracks/,guide,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1215,why-concrete-cracks,guide,,built,,0,,none — WITHDRAWN (D21),"noindex,follow",YES,"DECISION-04 D21 — SEVERE coherence failure, same disposition as the 35 intersections. Excluded at import; NOT deleted from the immutable WXR. Research inputs retained as rebuild material; expansion-300-pages.md §5 guide taxonomy stays valid."
/guides/wollondilly-council-driveway-crossing/,guide,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,1,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,"verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; current Wollondilly Shire Council vehicle-crossing specification, application, fees, inspections, widths and grades before this guide is published; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA","Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1427,wollondilly-council-driveway-crossing,guide,,built,EV-0099,1,council source,none — WITHDRAWN (D21),"noindex,follow",YES,"DECISION-04 D21 — SEVERE coherence failure, same disposition as the 35 intersections. Excluded at import; NOT deleted from the immutable WXR. Research inputs retained as rebuild material; expansion-300-pages.md §5 guide taxonomy stays valid."
/concreters-appin/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1420,concreters-appin,suburb,3,built,EV-0251;EV-0252,2,research,none — unresearched,"noindex,follow",no,
/concreters-bargo/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1424,concreters-bargo,suburb,4,built,EV-0259;EV-0260,2,research,none — unresearched,"noindex,follow",no,
/concreters-bradbury/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1413,concreters-bradbury,suburb,4,built,EV-0237;EV-0238,2,research,none — unresearched,"noindex,follow",no,
/concreters-bringelly/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,3,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; verified CoreX project in Bringelly; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1388,concreters-bringelly,suburb,3,built,EV-0090;EV-0091;EV-0092;EV-0093;EV-0094;EV-0095;EV-0096,7,council source;photo,none — unresearched,"noindex,follow",no,
/concreters-camden-park/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1385,concreters-camden-park,suburb,4,built,EV-0185;EV-0186,2,research,none — unresearched,"noindex,follow",no,
/concreters-camden-south/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1380,concreters-camden-south,suburb,3,built,EV-0175;EV-0176,2,research,none — unresearched,"noindex,follow",no,
/concreters-campbelltown/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1405,concreters-campbelltown,suburb,2,built,EV-0221;EV-0222,2,research,3 pending Stage 27,"noindex,follow",no,
/concreters-carnes-hill/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1393,concreters-carnes-hill,suburb,3,built,EV-0197;EV-0198,2,research,none — unresearched,"noindex,follow",no,
/concreters-casula/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1399,concreters-casula,suburb,3,built,EV-0209;EV-0210,2,research,none — unresearched,"noindex,follow",no,
/concreters-catherine-field/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,3,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; verified CoreX project in Catherine Field; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1371,concreters-catherine-field,suburb,2,built,EV-0065;EV-0066;EV-0067,3,photo,3 pending Stage 27,"noindex,follow",no,
/concreters-cawdor/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1386,concreters-cawdor,suburb,4,built,EV-0187;EV-0188,2,research,none — unresearched,"noindex,follow",no,
/concreters-cecil-hills/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1397,concreters-cecil-hills,suburb,3,built,EV-0205;EV-0206,2,research,none — unresearched,"noindex,follow",no,
/concreters-cecil-park/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1404,concreters-cecil-park,suburb,4,built,EV-0219;EV-0220,2,research,none — unresearched,"noindex,follow",no,
/concreters-chipping-norton/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1401,concreters-chipping-norton,suburb,4,built,EV-0213;EV-0214,2,research,none — unresearched,"noindex,follow",no,
/concreters-cobbitty/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,3,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; verified CoreX project in Cobbitty; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1379,concreters-cobbitty,suburb,3,built,EV-0083;EV-0084;EV-0085,3,photo,none — unresearched,"noindex,follow",no,
/concreters-currans-hill/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,3,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; verified CoreX project in Currans Hill; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1376,concreters-currans-hill,suburb,3,built,EV-0074;EV-0075;EV-0076,3,photo,none — unresearched,"noindex,follow",no,
/concreters-douglas-park/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1421,concreters-douglas-park,suburb,4,built,EV-0253;EV-0254,2,research,none — unresearched,"noindex,follow",no,
/concreters-eagle-vale/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1412,concreters-eagle-vale,suburb,4,built,EV-0235;EV-0236,2,research,none — unresearched,"noindex,follow",no,
/concreters-edmondson-park/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,3,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; verified CoreX project in Edmondson Park; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1387,concreters-edmondson-park,suburb,2,built,EV-0086;EV-0087;EV-0088;EV-0089,4,council source;photo,3 pending Stage 27,"noindex,follow",no,
/concreters-elderslie/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,3,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; verified CoreX project in Elderslie; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1378,concreters-elderslie,suburb,2,built,EV-0080;EV-0081;EV-0082,3,photo,3 pending Stage 27,"noindex,follow",no,
/concreters-elizabeth-hills/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1395,concreters-elizabeth-hills,suburb,4,built,EV-0201;EV-0202,2,research,none — unresearched,"noindex,follow",no,
/concreters-ellis-lane/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1383,concreters-ellis-lane,suburb,4,built,EV-0181;EV-0182,2,research,none — unresearched,"noindex,follow",no,
/concreters-gilead/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1415,concreters-gilead,suburb,3,built,EV-0241;EV-0242,2,research,none — unresearched,"noindex,follow",no,
/concreters-glen-alpine/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1414,concreters-glen-alpine,suburb,4,built,EV-0239;EV-0240,2,research,none — unresearched,"noindex,follow",no,
/concreters-glenfield/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1409,concreters-glenfield,suburb,4,built,EV-0229;EV-0230,2,research,none — unresearched,"noindex,follow",no,
/concreters-grasmere/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1382,concreters-grasmere,suburb,4,built,EV-0179;EV-0180,2,research,none — unresearched,"noindex,follow",no,
/concreters-horningsea-park/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1394,concreters-horningsea-park,suburb,4,built,EV-0199;EV-0200,2,research,none — unresearched,"noindex,follow",no,
/concreters-hoxton-park/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1392,concreters-hoxton-park,suburb,3,built,EV-0195;EV-0196,2,research,none — unresearched,"noindex,follow",no,
/concreters-ingleburn/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1408,concreters-ingleburn,suburb,3,built,EV-0227;EV-0228,2,research,none — unresearched,"noindex,follow",no,
/concreters-kemps-creek/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1403,concreters-kemps-creek,suburb,4,built,EV-0217;EV-0218,2,research,none — unresearched,"noindex,follow",no,
/concreters-kirkham/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1381,concreters-kirkham,suburb,4,built,EV-0177;EV-0178,2,research,none — unresearched,"noindex,follow",no,
/concreters-len-waters-estate/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1396,concreters-len-waters-estate,suburb,4,built,EV-0203;EV-0204,2,research,none — unresearched,"noindex,follow",no,
